index	tokens	token	true_label	predicted_label
2991	['When', 'are', 'subject', 'committees', 'established', '?', 'Subject', 'Committees', 'are', 'established', 'at', 'the', 'beginning', 'of', 'each', 'parliamentary', 'session', ',', 'and', 'again', 'the', 'members', 'on', 'each', 'committee', 'reflect', 'the', 'balance', 'of', 'parties', 'across', 'Parliament']	at	O	B-focus
2991	['When', 'are', 'subject', 'committees', 'established', '?', 'Subject', 'Committees', 'are', 'established', 'at', 'the', 'beginning', 'of', 'each', 'parliamentary', 'session', ',', 'and', 'again', 'the', 'members', 'on', 'each', 'committee', 'reflect', 'the', 'balance', 'of', 'parties', 'across', 'Parliament']	the	O	I-focus
2991	['When', 'are', 'subject', 'committees', 'established', '?', 'Subject', 'Committees', 'are', 'established', 'at', 'the', 'beginning', 'of', 'each', 'parliamentary', 'session', ',', 'and', 'again', 'the', 'members', 'on', 'each', 'committee', 'reflect', 'the', 'balance', 'of', 'parties', 'across', 'Parliament']	beginning	B-focus	I-focus
2992	"['In', 'what', 'episode', 'does', 'the', '``', 'Fall', 'of', 'the', 'Eleventh', ""''"", 'happen', '?', 'In', 'the', '2013', 'episode', '``', 'The', 'Time', 'of', 'the', 'Doctor', ',', ""''"", 'the', 'Eleventh', 'Doctor', 'clarified', 'he', 'was', 'the', 'product', 'of', 'the', 'twelfth', 'regeneration', ',', 'due', 'to', 'a', 'previous', 'incarnation', 'which', 'he', 'chose', 'not', 'to', 'count', 'and', 'one', 'other', 'aborted', 'regeneration']"	The	O	B-focus
2992	"['In', 'what', 'episode', 'does', 'the', '``', 'Fall', 'of', 'the', 'Eleventh', ""''"", 'happen', '?', 'In', 'the', '2013', 'episode', '``', 'The', 'Time', 'of', 'the', 'Doctor', ',', ""''"", 'the', 'Eleventh', 'Doctor', 'clarified', 'he', 'was', 'the', 'product', 'of', 'the', 'twelfth', 'regeneration', ',', 'due', 'to', 'a', 'previous', 'incarnation', 'which', 'he', 'chose', 'not', 'to', 'count', 'and', 'one', 'other', 'aborted', 'regeneration']"	Time	B-focus	I-focus
2993	"['How', 'many', 'members', 'in', 'the', 'seats', 'of', 'the', 'Scottish', 'Parliament', 'are', 'members', 'of', 'the', 'Scottish', 'Government', '?', 'Of', 'the', 'total', '131', 'seats', ',', '129', 'are', 'occupied', 'by', 'the', 'Parliament', ""'s"", 'elected', 'MSPs', 'and', '2', 'are', 'seats', 'for', 'the', 'Scottish', 'Law', 'Officers', '–', 'the', 'Lord', 'Advocate', 'and', 'the', 'Solicitor', 'General', 'for', 'Scotland', ',', 'who', 'are', 'not', 'elected', 'members', 'of', 'the', 'Parliament', 'but', 'are', 'members', 'of', 'the', 'Scottish', 'Government']"	131	O	B-focus
2996	['What', 'CBS', 'website', 'provided', 'a', 'stream', '?', 'The', 'ESPN', 'Deportes', 'Spanish', 'broadcast', 'was', 'made', 'available', 'through', 'WatchESPN']	The	B-focus	O
2996	['What', 'CBS', 'website', 'provided', 'a', 'stream', '?', 'The', 'ESPN', 'Deportes', 'Spanish', 'broadcast', 'was', 'made', 'available', 'through', 'WatchESPN']	ESPN	I-focus	O
2998	"['Which', 'TFEU', 'article', 'states', 'that', 'states', 'are', 'exempt', 'from', 'infringing', 'on', 'rights', 'of', 'establishment', 'when', 'they', 'exercise', 'official', 'authority', '?', 'As', 'well', 'as', 'creating', 'rights', 'for', '``', 'workers', ""''"", 'who', 'generally', 'lack', 'bargaining', 'power', 'in', 'the', 'market', ',', 'the', 'Treaty', 'on', 'the', 'Functioning', 'of', 'the', 'European', 'Union', 'also', 'protects', 'the', '``', 'freedom', 'of', 'establishment', ""''"", 'in', 'article', '49', ',', 'and', '``', 'freedom', 'to', 'provide', 'services', ""''"", 'in', 'article', '56']"	article	B-focus	O
2998	"['Which', 'TFEU', 'article', 'states', 'that', 'states', 'are', 'exempt', 'from', 'infringing', 'on', 'rights', 'of', 'establishment', 'when', 'they', 'exercise', 'official', 'authority', '?', 'As', 'well', 'as', 'creating', 'rights', 'for', '``', 'workers', ""''"", 'who', 'generally', 'lack', 'bargaining', 'power', 'in', 'the', 'market', ',', 'the', 'Treaty', 'on', 'the', 'Functioning', 'of', 'the', 'European', 'Union', 'also', 'protects', 'the', '``', 'freedom', 'of', 'establishment', ""''"", 'in', 'article', '49', ',', 'and', '``', 'freedom', 'to', 'provide', 'services', ""''"", 'in', 'article', '56']"	49	I-focus	B-focus
2998	"['Which', 'TFEU', 'article', 'states', 'that', 'states', 'are', 'exempt', 'from', 'infringing', 'on', 'rights', 'of', 'establishment', 'when', 'they', 'exercise', 'official', 'authority', '?', 'As', 'well', 'as', 'creating', 'rights', 'for', '``', 'workers', ""''"", 'who', 'generally', 'lack', 'bargaining', 'power', 'in', 'the', 'market', ',', 'the', 'Treaty', 'on', 'the', 'Functioning', 'of', 'the', 'European', 'Union', 'also', 'protects', 'the', '``', 'freedom', 'of', 'establishment', ""''"", 'in', 'article', '49', ',', 'and', '``', 'freedom', 'to', 'provide', 'services', ""''"", 'in', 'article', '56']"	article	I-focus	O
2999	"['What', 'did', 'Martin', 'Luther', 'fear', 'after', 'a', 'lightening', 'bolt', 'struck', 'near', 'him', '?', 'Later', 'telling', 'his', 'father', 'he', 'was', 'terrified', 'of', 'death', 'and', 'divine', 'judgment', ',', 'he', 'cried', 'out', ',', '``', 'Help', '!', 'Saint', 'Anna', ',', 'I', 'will', 'become', 'a', 'monk', '!', ""''"", 'He', 'came', 'to', 'view', 'his', 'cry', 'for', 'help', 'as', 'a', 'vow', 'he', 'could', 'never', 'break']"	,	I-focus	O
3007	"['What', 'value', 'does', 'the', 'seperating', 'into', 'fermions', 'and', 'bosons', 'depend', '?', 'However', ',', 'already', 'in', 'quantum', 'mechanics', 'there', 'is', 'one', '``', 'caveat', ""''"", ',', 'namely', 'the', 'particles', 'acting', 'onto', 'each', 'other', 'do', 'not', 'only', 'possess', 'the', 'spatial', 'variable', ',', 'but', 'also', 'a', 'discrete', 'intrinsic', 'angular', 'momentum-like', 'variable', 'called', 'the', '``', 'spin', ""''"", ',', 'and', 'there', 'is', 'the', 'Pauli', 'principle', 'relating', 'the', 'space', 'and', 'the', 'spin', 'variables']"	spin	B-focus	O
3009	['Who', 'was', 'the', 'first', 'chair', 'of', 'the', 'IPCC', '?', 'Pachauri', ',', 'elected', 'in', 'May', '2002', ';', 'Robert', 'Watson', 'in', '1997', ';', 'and', 'Bert', 'Bolin', 'in', '1988']	Pachauri	O	B-focus
3009	['Who', 'was', 'the', 'first', 'chair', 'of', 'the', 'IPCC', '?', 'Pachauri', ',', 'elected', 'in', 'May', '2002', ';', 'Robert', 'Watson', 'in', '1997', ';', 'and', 'Bert', 'Bolin', 'in', '1988']	Bert	B-focus	O
3009	['Who', 'was', 'the', 'first', 'chair', 'of', 'the', 'IPCC', '?', 'Pachauri', ',', 'elected', 'in', 'May', '2002', ';', 'Robert', 'Watson', 'in', '1997', ';', 'and', 'Bert', 'Bolin', 'in', '1988']	Bolin	I-focus	O
3011	['What', 'is', 'a', 'prasinophyte', '?', 'Lepidodinium', 'viride', 'and', 'its', 'close', 'relatives', 'are', 'dinophytes', 'that', 'lost', 'their', 'original', 'peridinin', 'chloroplast', 'and', 'replaced', 'it', 'with', 'a', 'green', 'algal', 'derived', 'chloroplast', '(', 'more', 'specifically', ',', 'a', 'prasinophyte', ')']	a	B-focus	O
3011	['What', 'is', 'a', 'prasinophyte', '?', 'Lepidodinium', 'viride', 'and', 'its', 'close', 'relatives', 'are', 'dinophytes', 'that', 'lost', 'their', 'original', 'peridinin', 'chloroplast', 'and', 'replaced', 'it', 'with', 'a', 'green', 'algal', 'derived', 'chloroplast', '(', 'more', 'specifically', ',', 'a', 'prasinophyte', ')']	green	I-focus	B-focus
3012	['Who', 'succeeded', 'Thomas', 'Murphy', 'as', 'president', 'in', '1990', '?', 'That', 'year', ',', 'ABC', 'and', 'Hearst', 'reached', 'an', 'agreement', 'with', 'RCA', 'to', 'merge', 'ARTS', 'and', 'competing', 'arts', 'service', ',', 'The', 'Entertainment', 'Channel', ',', 'into', 'a', 'single', 'cable', 'channel', 'called', 'Arts', '&', 'Entertainment', 'Television', '(', 'A', '&', 'E', ')', ';', 'the', 'new', 'channel', 'subsequently', 'leased', 'a', 'separate', 'satellite', 'transponder', ',', 'ending', 'its', 'sharing', 'agreement', 'with', 'Nickelodeon', 'to', 'become', 'a', '24-hour', 'service']	year	I-focus	O
3013	['What', 'type', 'of', 'medicine', 'did', 'Mongol', 'shamans', 'use', '?', 'The', 'Mongols', 'characterized', 'otachi', 'doctors', 'by', 'their', 'use', 'of', 'herbal', 'remedies', ',', 'which', 'was', 'distinguished', 'from', 'the', 'spiritual', 'cures', 'of', 'Mongol', 'shamanism']	herbal	O	B-focus
3013	['What', 'type', 'of', 'medicine', 'did', 'Mongol', 'shamans', 'use', '?', 'The', 'Mongols', 'characterized', 'otachi', 'doctors', 'by', 'their', 'use', 'of', 'herbal', 'remedies', ',', 'which', 'was', 'distinguished', 'from', 'the', 'spiritual', 'cures', 'of', 'Mongol', 'shamanism']	remedies	O	I-focus
3013	['What', 'type', 'of', 'medicine', 'did', 'Mongol', 'shamans', 'use', '?', 'The', 'Mongols', 'characterized', 'otachi', 'doctors', 'by', 'their', 'use', 'of', 'herbal', 'remedies', ',', 'which', 'was', 'distinguished', 'from', 'the', 'spiritual', 'cures', 'of', 'Mongol', 'shamanism']	spiritual	B-focus	O
3013	['What', 'type', 'of', 'medicine', 'did', 'Mongol', 'shamans', 'use', '?', 'The', 'Mongols', 'characterized', 'otachi', 'doctors', 'by', 'their', 'use', 'of', 'herbal', 'remedies', ',', 'which', 'was', 'distinguished', 'from', 'the', 'spiritual', 'cures', 'of', 'Mongol', 'shamanism']	cures	I-focus	O
3020	"['What', 'library', 'contains', 'the', 'Selmur', 'Productions', 'catalogue', '?', 'Also', 'part', 'of', 'the', 'library', 'is', 'the', 'aforementioned', 'Selznick', 'library', ',', 'the', 'Cinerama', 'Productions/Palomar', 'theatrical', 'library', 'and', 'the', 'Selmur', 'Productions', 'catalog', 'that', 'the', 'network', 'acquired', 'some', 'years', 'back', ',', 'and', 'the', 'in-house', 'productions', 'it', 'continues', 'to', 'produce', '(', 'such', 'as', 'America', ""'s"", 'Funniest', 'Home', 'Videos', ',', 'General', 'Hospital', ',', 'and', 'ABC', 'News', 'productions', ')', ',', 'although', 'Disney–ABC', 'Domestic', 'Television', '(', 'formerly', 'known', 'as', 'Buena', 'Vista', 'Television', ')', 'handles', 'domestic', 'television', 'distribution', ',', 'while', 'Disney–ABC', 'International', 'Television', '(', 'formerly', 'known', 'as', 'Buena', 'Vista', 'International', 'Television', ')', 'handles', 'international', 'television', 'distribution']"	library	I-focus	O
3021	['How', 'do', 'ctenophores', 'control', 'buoyancy', '?', 'It', 'is', 'uncertain', 'how', 'ctenophores', 'control', 'their', 'buoyancy', ',', 'but', 'experiments', 'have', 'shown', 'that', 'some', 'species', 'rely', 'on', 'osmotic', 'pressure', 'to', 'adapt', 'to', 'water', 'of', 'different', 'densities']	uncertain	O	B-focus
3021	['How', 'do', 'ctenophores', 'control', 'buoyancy', '?', 'It', 'is', 'uncertain', 'how', 'ctenophores', 'control', 'their', 'buoyancy', ',', 'but', 'experiments', 'have', 'shown', 'that', 'some', 'species', 'rely', 'on', 'osmotic', 'pressure', 'to', 'adapt', 'to', 'water', 'of', 'different', 'densities']	osmotic	B-focus	O
3022	['What', 'did', 'Tesla', 'see', 'during', 'his', 'strange', 'illnesses', 'when', 'he', 'was', 'young', '?', 'He', 'suffered', 'a', 'peculiar', 'affliction', 'in', 'which', 'blinding', 'flashes', 'of', 'light', 'would', 'appear', 'before', 'his', 'eyes', ',', 'often', 'accompanied', 'by', 'visions']	blinding	O	B-focus
3022	['What', 'did', 'Tesla', 'see', 'during', 'his', 'strange', 'illnesses', 'when', 'he', 'was', 'young', '?', 'He', 'suffered', 'a', 'peculiar', 'affliction', 'in', 'which', 'blinding', 'flashes', 'of', 'light', 'would', 'appear', 'before', 'his', 'eyes', ',', 'often', 'accompanied', 'by', 'visions']	flashes	O	I-focus
3022	['What', 'did', 'Tesla', 'see', 'during', 'his', 'strange', 'illnesses', 'when', 'he', 'was', 'young', '?', 'He', 'suffered', 'a', 'peculiar', 'affliction', 'in', 'which', 'blinding', 'flashes', 'of', 'light', 'would', 'appear', 'before', 'his', 'eyes', ',', 'often', 'accompanied', 'by', 'visions']	of	O	I-focus
3022	['What', 'did', 'Tesla', 'see', 'during', 'his', 'strange', 'illnesses', 'when', 'he', 'was', 'young', '?', 'He', 'suffered', 'a', 'peculiar', 'affliction', 'in', 'which', 'blinding', 'flashes', 'of', 'light', 'would', 'appear', 'before', 'his', 'eyes', ',', 'often', 'accompanied', 'by', 'visions']	light	O	I-focus
3022	['What', 'did', 'Tesla', 'see', 'during', 'his', 'strange', 'illnesses', 'when', 'he', 'was', 'young', '?', 'He', 'suffered', 'a', 'peculiar', 'affliction', 'in', 'which', 'blinding', 'flashes', 'of', 'light', 'would', 'appear', 'before', 'his', 'eyes', ',', 'often', 'accompanied', 'by', 'visions']	visions	B-focus	O
3025	['What', 'exists', 'between', 'fundamentalist', 'Islamism', 'and', 'reformist', 'Islamism', '?', 'Another', 'major', 'division', 'within', 'Islamism', 'is', 'between', 'what', 'Graham', 'E']	major	B-focus	O
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	Intergovernmental	O	B-focus
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	Panel	O	I-focus
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	on	O	I-focus
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	Climate	O	I-focus
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	Change	O	I-focus
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	the	B-focus	O
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	United	I-focus	O
3026	['What', 'organization', 'is', 'the', 'IPCC', 'a', 'part', 'of', '?', 'The', 'Intergovernmental', 'Panel', 'on', 'Climate', 'Change', '(', 'IPCC', ')', 'is', 'a', 'scientific', 'intergovernmental', 'body', 'under', 'the', 'auspices', 'of', 'the', 'United', 'Nations', ',', 'set', 'up', 'at', 'the', 'request', 'of', 'member', 'governments']	Nations	I-focus	O
3027	"['In', 'what', 'type', 'of', 'work', 'was', 'Luther', 'prolific', '?', 'Luther', 'was', 'a', 'prolific', 'hymn-writer', ',', 'authoring', 'hymns', 'such', 'as', '``', 'Ein', 'feste', 'Burg', 'ist', 'unser', 'Gott', ""''"", '(', '``', 'A', 'Mighty', 'Fortress', 'Is', 'Our', 'God', ""''"", ')', ',', 'based', 'on', 'Psalm', '46', ',', 'and', '``', 'Vom', 'Himmel', 'hoch', ',', 'da', 'komm', 'ich', 'her', ""''"", '(', '``', 'From', 'Heaven', 'Above', 'to', 'Earth', 'I', 'Come', ""''"", ')', ',', 'based', 'on', 'Luke', '2:11–12']"	hymn-writer	O	B-focus
3027	"['In', 'what', 'type', 'of', 'work', 'was', 'Luther', 'prolific', '?', 'Luther', 'was', 'a', 'prolific', 'hymn-writer', ',', 'authoring', 'hymns', 'such', 'as', '``', 'Ein', 'feste', 'Burg', 'ist', 'unser', 'Gott', ""''"", '(', '``', 'A', 'Mighty', 'Fortress', 'Is', 'Our', 'God', ""''"", ')', ',', 'based', 'on', 'Psalm', '46', ',', 'and', '``', 'Vom', 'Himmel', 'hoch', ',', 'da', 'komm', 'ich', 'her', ""''"", '(', '``', 'From', 'Heaven', 'Above', 'to', 'Earth', 'I', 'Come', ""''"", ')', ',', 'based', 'on', 'Luke', '2:11–12']"	authoring	B-focus	O
3027	"['In', 'what', 'type', 'of', 'work', 'was', 'Luther', 'prolific', '?', 'Luther', 'was', 'a', 'prolific', 'hymn-writer', ',', 'authoring', 'hymns', 'such', 'as', '``', 'Ein', 'feste', 'Burg', 'ist', 'unser', 'Gott', ""''"", '(', '``', 'A', 'Mighty', 'Fortress', 'Is', 'Our', 'God', ""''"", ')', ',', 'based', 'on', 'Psalm', '46', ',', 'and', '``', 'Vom', 'Himmel', 'hoch', ',', 'da', 'komm', 'ich', 'her', ""''"", '(', '``', 'From', 'Heaven', 'Above', 'to', 'Earth', 'I', 'Come', ""''"", ')', ',', 'based', 'on', 'Luke', '2:11–12']"	hymns	I-focus	O
3031	['What', 'Catholic', 'Church', 'liturgical', 'belief', 'did', 'Lortie', 'criticize', 'openly', '?', 'Andrew', 'Lortie', '(', 'born', 'André', 'Lortie', ')', ',', 'a', 'leading', 'Huguenot', 'theologian', 'and', 'writer', 'who', 'led', 'the', 'exiled', 'community', 'in', 'London', ',', 'became', 'known', 'for', 'articulating', 'their', 'criticism', 'of', 'the', 'Pope', 'and', 'the', 'doctrine', 'of', 'transubstantiation', 'during', 'Mass']	the	B-focus	O
3031	['What', 'Catholic', 'Church', 'liturgical', 'belief', 'did', 'Lortie', 'criticize', 'openly', '?', 'Andrew', 'Lortie', '(', 'born', 'André', 'Lortie', ')', ',', 'a', 'leading', 'Huguenot', 'theologian', 'and', 'writer', 'who', 'led', 'the', 'exiled', 'community', 'in', 'London', ',', 'became', 'known', 'for', 'articulating', 'their', 'criticism', 'of', 'the', 'Pope', 'and', 'the', 'doctrine', 'of', 'transubstantiation', 'during', 'Mass']	doctrine	I-focus	O
3031	['What', 'Catholic', 'Church', 'liturgical', 'belief', 'did', 'Lortie', 'criticize', 'openly', '?', 'Andrew', 'Lortie', '(', 'born', 'André', 'Lortie', ')', ',', 'a', 'leading', 'Huguenot', 'theologian', 'and', 'writer', 'who', 'led', 'the', 'exiled', 'community', 'in', 'London', ',', 'became', 'known', 'for', 'articulating', 'their', 'criticism', 'of', 'the', 'Pope', 'and', 'the', 'doctrine', 'of', 'transubstantiation', 'during', 'Mass']	of	I-focus	O
3031	['What', 'Catholic', 'Church', 'liturgical', 'belief', 'did', 'Lortie', 'criticize', 'openly', '?', 'Andrew', 'Lortie', '(', 'born', 'André', 'Lortie', ')', ',', 'a', 'leading', 'Huguenot', 'theologian', 'and', 'writer', 'who', 'led', 'the', 'exiled', 'community', 'in', 'London', ',', 'became', 'known', 'for', 'articulating', 'their', 'criticism', 'of', 'the', 'Pope', 'and', 'the', 'doctrine', 'of', 'transubstantiation', 'during', 'Mass']	transubstantiation	I-focus	B-focus
3033	['How', 'many', 'tons', 'does', 'the', 'Hereford', 'Screen', 'weigh', '?', 'The', 'main', 'silver', 'gallery', 'is', 'divided', 'into', 'these', 'areas', ':', 'British', 'silver', 'pre-1800', ';', 'British', 'silver', '1800', 'to', '1900', ';', 'modernist', 'to', 'contemporary', 'silver', ';', 'European', 'silver']	The	O	B-focus
3034	['By', 'what', 'document', 'did', 'the', 'Huguenots', 'confess', 'their', 'faith', 'to', 'the', 'Portuguese', 'in', 'Brazil', '?', 'This', 'document', ',', 'the', 'Guanabara', 'Confession', 'of', 'Faith', ',', 'became', 'the', 'first', 'Protestant', 'confession', 'of', 'faith', 'in', 'the', 'whole', 'of', 'the', 'Americas']	the	B-focus	O
3034	['By', 'what', 'document', 'did', 'the', 'Huguenots', 'confess', 'their', 'faith', 'to', 'the', 'Portuguese', 'in', 'Brazil', '?', 'This', 'document', ',', 'the', 'Guanabara', 'Confession', 'of', 'Faith', ',', 'became', 'the', 'first', 'Protestant', 'confession', 'of', 'faith', 'in', 'the', 'whole', 'of', 'the', 'Americas']	Guanabara	I-focus	B-focus
3036	['How', 'were', 'Huguenot', 'settlers', 'assimilated', 'into', 'North', 'American', 'society', 'at', 'large', '?', 'The', 'Huguenots', 'adapted', 'quickly', 'and', 'often', 'married', 'outside', 'their', 'immediate', 'French', 'communities', ',', 'which', 'led', 'to', 'their', 'assimilation']	quickly	O	I-focus
3036	['How', 'were', 'Huguenot', 'settlers', 'assimilated', 'into', 'North', 'American', 'society', 'at', 'large', '?', 'The', 'Huguenots', 'adapted', 'quickly', 'and', 'often', 'married', 'outside', 'their', 'immediate', 'French', 'communities', ',', 'which', 'led', 'to', 'their', 'assimilation']	and	O	I-focus
3036	['How', 'were', 'Huguenot', 'settlers', 'assimilated', 'into', 'North', 'American', 'society', 'at', 'large', '?', 'The', 'Huguenots', 'adapted', 'quickly', 'and', 'often', 'married', 'outside', 'their', 'immediate', 'French', 'communities', ',', 'which', 'led', 'to', 'their', 'assimilation']	often	O	I-focus
3036	['How', 'were', 'Huguenot', 'settlers', 'assimilated', 'into', 'North', 'American', 'society', 'at', 'large', '?', 'The', 'Huguenots', 'adapted', 'quickly', 'and', 'often', 'married', 'outside', 'their', 'immediate', 'French', 'communities', ',', 'which', 'led', 'to', 'their', 'assimilation']	married	B-focus	I-focus
3037	['What', 'are', 'the', 'laws', 'of', 'physics', 'of', 'Galileo', ',', 'in', 'reference', 'to', 'objest', 'in', 'motion', 'and', 'rest', '?', 'In', 'other', 'words', ',', 'to', 'phrase', 'matters', 'more', 'technically', ',', 'the', 'laws', 'of', 'physics', 'are', 'the', 'same', 'in', 'every', 'inertial', 'frame', 'of', 'reference', ',', 'that', 'is', ',', 'in', 'all', 'frames', 'related', 'by', 'a', 'Galilean', 'transformation']	the	B-focus	O
3038	"['What', 'division', 'offers', 'more', 'then', 'one', 'branch', 'of', 'studies', 'that', 'do', ""n't"", 'fit', 'in', 'with', 'the', 'other', 'four', '?', 'The', 'college', ""'s"", 'academics', 'are', 'divided', 'into', 'five', 'divisions', ':', 'the', 'Biological', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Physical', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Social', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Humanities', 'Collegiate', 'Division', ',', 'and', 'the', 'New', 'Collegiate', 'Division']"	the	B-focus	O
3038	"['What', 'division', 'offers', 'more', 'then', 'one', 'branch', 'of', 'studies', 'that', 'do', ""n't"", 'fit', 'in', 'with', 'the', 'other', 'four', '?', 'The', 'college', ""'s"", 'academics', 'are', 'divided', 'into', 'five', 'divisions', ':', 'the', 'Biological', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Physical', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Social', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Humanities', 'Collegiate', 'Division', ',', 'and', 'the', 'New', 'Collegiate', 'Division']"	New	I-focus	O
3038	"['What', 'division', 'offers', 'more', 'then', 'one', 'branch', 'of', 'studies', 'that', 'do', ""n't"", 'fit', 'in', 'with', 'the', 'other', 'four', '?', 'The', 'college', ""'s"", 'academics', 'are', 'divided', 'into', 'five', 'divisions', ':', 'the', 'Biological', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Physical', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Social', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Humanities', 'Collegiate', 'Division', ',', 'and', 'the', 'New', 'Collegiate', 'Division']"	Collegiate	I-focus	O
3038	"['What', 'division', 'offers', 'more', 'then', 'one', 'branch', 'of', 'studies', 'that', 'do', ""n't"", 'fit', 'in', 'with', 'the', 'other', 'four', '?', 'The', 'college', ""'s"", 'academics', 'are', 'divided', 'into', 'five', 'divisions', ':', 'the', 'Biological', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Physical', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Social', 'Sciences', 'Collegiate', 'Division', ',', 'the', 'Humanities', 'Collegiate', 'Division', ',', 'and', 'the', 'New', 'Collegiate', 'Division']"	Division	I-focus	O
3039	['Who', 'discovered', 'the', 'Compton', 'Effect', '?', 'Watson', ',', 'American', 'psychologist', 'who', 'established', 'the', 'psychological', 'school', 'of', 'behaviorism', ',', 'communication', 'theorist', 'Harold', 'Innis', ',', 'chess', 'grandmaster', 'Samuel', 'Reshevsky', ',', 'and', 'conservative', 'international', 'relations', 'scholar', 'and', 'White', 'House', 'Coordinator', 'of', 'Security', 'Planning', 'for', 'the', 'National', 'Security', 'Council', 'Samuel', 'P']	,	I-focus	O
3040	['How', 'is', 'the', 'Pauli', 'exclusion', 'priciple', 'manifested', 'in', 'the', 'macro', 'world', '?', 'While', 'this', 'effect', 'is', 'manifested', 'macroscopically', 'as', 'a', 'structural', 'force', ',', 'it', 'is', 'technically', 'only', 'the', 'result', 'of', 'the', 'existence', 'of', 'a', 'finite', 'set', 'of', 'electron', 'states']	macroscopically	O	B-focus
3040	['How', 'is', 'the', 'Pauli', 'exclusion', 'priciple', 'manifested', 'in', 'the', 'macro', 'world', '?', 'While', 'this', 'effect', 'is', 'manifested', 'macroscopically', 'as', 'a', 'structural', 'force', ',', 'it', 'is', 'technically', 'only', 'the', 'result', 'of', 'the', 'existence', 'of', 'a', 'finite', 'set', 'of', 'electron', 'states']	as	B-focus	O
3048	"['What', 'was', 'the', 'last', 'name', 'of', 'the', 'designers', 'of', 'Newcastle', ""'s"", 'library', '?', 'The', 'current', 'Lit', 'and', 'Phil', 'premises', 'were', 'built', 'in', '1825', 'and', 'the', 'building', 'was', 'designed', 'by', 'John', 'and', 'Benjamin', 'Green']"	John	O	B-focus
3048	"['What', 'was', 'the', 'last', 'name', 'of', 'the', 'designers', 'of', 'Newcastle', ""'s"", 'library', '?', 'The', 'current', 'Lit', 'and', 'Phil', 'premises', 'were', 'built', 'in', '1825', 'and', 'the', 'building', 'was', 'designed', 'by', 'John', 'and', 'Benjamin', 'Green']"	and	O	I-focus
